,Date,Review_Score,Review_Text
321,"January 11, 2017",1,"tror appen trenger en update, på android 7 er tydeligvis webview slått av. går ikke an å starte tjenesten eller."
322,"November 28, 2016",1,the screen only shows white colour. dette fungerer ikke
323,"November 28, 2016",5,"fungerer utmerket etter en oppdatering av webview, takk! visste ikke at denne var så viktig, skal være flinkere å oppdatere fra nå av...  :-p"
324,"November 26, 2016",2,"white screen,  not working anymore."
325,"November 29, 2016",5,kjempegod app og god kundebehandling
326,"October 31, 2016",1,får ikke melding med den 8-tall kode
327,"October 11, 2016",5,"er ikke ofte at man ser de store selskapene bry seg nok om android kundene til å legge inn slik. fint å se at sparebank 1 bryr seg. veldig fornøyd med appen ellers. kunne ønske appen støttet bedrift login, ettersom bedrift appen er ubrukelig og glemt."
328,"October 11, 2016",5,digg med fingeravtrykk. skikkelig fornøyd med mobilbanken asså! bra jobba!
329,"October 3, 2016",4,"app krasjer på oppstart etter siste oppdatering, på min galaxy s6"
330,"September 24, 2016",1,fungerer rett og slett ikke. s7.
331,"September 24, 2016",4,når får vi fingerprint for android?
332,"December 2, 2016",1,ubrukelig
333,"August 25, 2016",5,på ios enheter kan man logge inn med fingeravtrykk. det er enkelt og noe jeg håper kommer i android versjonen snart. 3/5 stjerner.   nb: i siste versjon har det kommet innlogging med fingeravtrykk. dette fungerer utmerket. første gang logger man inn med bankid. etter dette bruker man kun finger. hel...full review
334,"August 27, 2016",3,when we can expect it will come?
335,"August 11, 2016",3,til alle dem som appen kræsjer for ved oppstart: avinstaller og last ned appen på nytt.
336,"August 11, 2016",1,galaxy s6 appen kræsjer på oppstart hver gang får ikke brukt nettbanken
337,"August 11, 2016",1,får ikke brukt appen! :(
338,"August 16, 2016",5,nå funker den greit
339,"July 4, 2016",3,"the app looks useful enough,  but even though i set english in the main menu i still get everything in norwegian. and that makes life a bit difficult."
340,"July 29, 2016",3,"the most annoying thing in your app is the back button function, pressing which logs you out of the app."
341,"June 20, 2016",4,app kræsjer på oppstart etter siste oppdatering på nexus 6p. pls fix! fungerer utmerket etter oppdateringen! endret til 4 stjerner. få på plass støtte for autorisering via fingeravtrykk på android så blir det 5!
342,"July 1, 2016",1,could not get list of banks from the server.
343,"July 31, 2016",3,where is fingerprint??? and english!?
344,"February 15, 2016",2,"appen fungerer tilfreddstillende den, men hvorfor må den ha location permission for å fungere er over min fattevne. jeg ønsker ikke at banken min skal vite hvor jeg er når jeg betaler regningene mine"
345,"January 19, 2016",4,"likte før når man kunne logge inn uten engangskode, og få tilgang til sine egne kontoer, og føre over mellom dem."
346,"February 26, 2016",5,internet bank in your phone.
347,"December 17, 2015",3,"må logge inn flere ganger/blir kastet ut midt i betalingsprosess, med påfølgende ny innlogging"
348,"June 5, 2015",2,"i used this app alot, but since last update will not process payments, transfers. disappointed."
349,"October 1, 2015",2,når har dere tenkt å gjøre det mulig å åpne meldinger som kommer i inboksen? kan vel ikke være så vanskelig å få på plass...?
350,"July 14, 2015",3,"denne gjør stort set det den skal, men har en del problemer.   det viktigste problemet per i dag er at den nekter å huske min valgte bank ""sparebank 1 østfold akershus"" eller mitt personnr, hver gang jeg starter appen så insisterer den på å bruke ""sparebank 1 nøtterøy tønsberg""."
