,Date,Review_Score,Review_Text
95,"January 25, 2019",1,very slow. i am not happy that i updated to this. the idea behind is great but the app is very slow which is a waste of time thus 1 star.
96,"January 19, 2019",1,"five times loggin, five times error. no fingerprint is found. what is different between using app vs using browser? it takes significant time to just check account balance compare with old app."
97,"January 21, 2019",1,i'm getting error 1010. i can't log in to app 😞. older version was better... at least i could check my account balance.
98,"January 24, 2019",1,completely useless now. the only function it served is now gone. i feel bad for the developers who had to listen to some ignorant executives and put their names on this fiasco of an app.
99,"February 6, 2019",1,"far too many bugs, only works properly once in a blue moon. can barely check my balance now after several tries."
100,"March 12, 2019",3,"mobile banking don't work, the screen icon is gone, the interface sucks ....bad job...i want the previous version back where everythigs worked normally .....ok after almost 3 months and 2 installs it works now ....most of the times"
101,"February 1, 2019",1,dnb when you pubish an app do you check for bugs at all? previous version was bad but this one is horrible to that extent that is unusable at all. please at least return previous version and hire competent people to make at least decent app you cheap ba.... moving to another bank...
102,"January 22, 2019",1,too complicated both login and function. previous version was redirecting to the webpage but faster and simple to check account. would revert back to the old app if still available 🙁
103,"January 28, 2019",1,login - error - retry - login - error - retry - login - error - retry - login - error - retry - use vipps to check bank account. a 13 step process now (can be shortened by using vipps straight away ) miserable little app.
104,"May 4, 2019",1,it is very bad updating for the app i hope we can get better updates because sometimes the app doesn't work..
105,"January 21, 2019",1,what a stupid update! worst dnb app ever. previous version was way better and more efficient in all possible terms. i think it's time to move to sparebank1!
106,"January 14, 2019",4,good upgrade in years. possibly now in the game for one of the best apps in norway. loved the payments tab with nice overview and biometrics is smart.
107,"September 19, 2018",1,"- ui design & ux is really one of the worst i ever experienced on a banking app, this app needs and extreme redesign makeover. - zero security, anyone have your phone can enter to your account.."
108,"January 16, 2019",1,complete junk. you only get 1 star as there isn't an option for 0 stars. can't log in via any method since latest update. bunch of amateurs. time to change banking provider.
109,"January 14, 2019",2,i have to log in with bank id every time i load the app. no option for fingerprint loggin. my phone is a samsung s8+ so i do have a fingerprint scanner. very annoying
110,"February 12, 2019",1,"can make payments now which is nice but logging in hasn't worked in weeks, so basically can't use the app for anything anymore."
111,"February 1, 2019",1,cannot login. after successfully login to mobile bank it redirects to some kind of api page and stops there. nothing happens next.
112,"February 6, 2019",1,the new version(this one) is full of errors and never works. bring back the old version!
113,"February 19, 2019",1,"who had the idea to change the app? get that person and fire her. it was good as it was, now i have to log in everytime just to check my account. did anyone complain about the previous app? why change something thats good and for worse? before you did this mess do you even ask your costumers? dnb ju...full review"
114,"October 13, 2018",1,"probably the worst bank app i ever seen. poor ux and ui, icons that redirect to web pages, but the worst is the lack of security features - no pin or password to login..."
115,"February 13, 2019",2,every time i open the app it ask me for log in details! also the widget working only if signed in! not very convenient. is there anything i can do to remain logged in?
116,"January 29, 2019",1,"the former app was really nice and easy to use, why is now necessary to login with bankid just to check the saldo and account movements?"
117,"January 21, 2019",1,i would like to see how much i have in my account without logging in. i liked the old app better.
118,"March 12, 2019",1,less functionality than the old app. constantly crashing and awfully slow at getting data from the database.. 😩
119,"January 17, 2019",1,"it was so good before, that i could check my account balance with one push on the app, now i need to sign in and sign in.."
120,"May 15, 2019",1,basically just a fancy shortcut to the web browser.
121,"January 25, 2019",1,terrible app design. need to keep entering bankid every time. slow to load data. old app far better.
122,"March 16, 2019",1,"new app has never worked, why launch something that doesn't work. with all that money you can't even make an app that allows me to check my accounts."
123,"January 19, 2019",1,"if something isn't broken don't try to fix it. the update has made this app useless, can't you go back to the previous version at least?"
124,"February 6, 2019",1,i can no longer login to the app or to the mobile bank on tye phone since this pain has been launched.
125,"February 2, 2019",2,hardly ever manages to log in after the last update that changed the layout.
126,"April 5, 2019",1,can't log in with android -- useless.
127,"May 5, 2019",1,i can't access my account (very epic!)
128,"March 15, 2019",1,"after software update (galaxy s8), biometric logging does not work."
129,"February 25, 2019",1,i could check my balance before without logging in. now i have login every time. i dont like this update
130,"March 15, 2019",1,out of all the 500 chatacters im allowed to write there truly would not be enough space to write all that is wrong with this app.
131,"January 19, 2019",1,error 1010 for a week now. very promising start.
132,"January 23, 2019",4,"update: activating chrome helped, app is working now, no more 1010 error."
133,"January 19, 2019",1,i couldn't login in after update. it says it can't be installed in rooted mobile 😑
134,"March 14, 2019",1,doesn't work for android q. a blank green screen is all that is displayed.
135,"February 2, 2019",1,"this used to be a good app. now, after the update, it's useless. much better to use the website."
136,"January 30, 2019",1,no support for rooted devices.. seriously? atleast give us a warning/make it our own risk or something. this is not gonna work out...
137,"February 8, 2019",1,"i can't get in the app because i have i android, and the force me to use the normal internett, does not work because i have cookies on my internett."
138,"March 4, 2019",4,after the last update i had to set my time setting to automatic. now it works.
139,"March 13, 2019",1,one of the worst apps. does not work at all. not able to login.
140,"January 24, 2019",1,not able to login. have tried many times.
141,"February 4, 2019",1,the old app was great but the new app doesn't work at all!
142,"January 16, 2019",1,the app is crashing on the galaxy s8+ with the new update
143,"March 15, 2019",3,i cant use all the features for the widget. it doesnt show that i can transfer or pay. just shows dnb and refresh
144,"September 14, 2018",1,don't manage to log in...... always back to start.....waste of time .....
145,"January 29, 2019",1,"very very bad, it's not possible to log in at all."
146,"April 4, 2019",1,"app doesn't work, can't log in"
147,"March 19, 2019",1,the first app dnb had was much easier to use.
148,"March 21, 2019",5,last update is fixed a lots of problems...
149,"January 18, 2019",1,keep getting errors and i can't logg inn anymore after the update
150,"February 14, 2019",1,"far too complicated, bring back the older version."
151,"March 2, 2019",1,"it's not optimal. userfriendly, not at the moment."
152,"March 5, 2019",2,doesn't work fingerprint and always gets disconnected
153,"January 31, 2019",1,bad update takes to long time to log in
154,"January 27, 2019",1,after the update i even can't login. 😒
155,"April 5, 2019",1,not working alot of times
156,"March 15, 2019",5,new update made that i cant even login.
157,"July 2, 2019",5,new version is very good
158,"February 13, 2019",1,doesnt work on marshmallow. error code 0100
159,"February 2, 2019",1,"new app not working, cannot log in."
160,"February 5, 2019",1,why ruin something that worked perfectly well. you've completely out done yourselves in trying to improve an app that needed no improvement. stick to redesigning the wheel.
161,"August 21, 2019",5,the best way to accses dnb
162,"February 8, 2019",2,not anymore possible to login by fingerprint
163,"January 20, 2019",1,interface is cleaner but keep crashing
164,"February 28, 2019",5,"ok, changing my review for the app after getting issue fixed and getting great help... thanks bjarne... :)"
165,"February 2, 2019",1,new update made the app is not working anymore
166,"January 19, 2019",1,have to login everytime when you open the app...
167,"February 1, 2019",1,newest version not working if your device is rooted
168,"February 5, 2019",1,new update is horrible and awfully time consuming.
169,"January 31, 2019",1,"claims my brand new phone is rooted and blocks me from logging in. spoke to dnb about this and heard nothing back. terrible customer service. well done dnb, you've just lost a customer."
170,"February 26, 2019",2,can't log in after update error1012
171,"January 26, 2019",1,"seriously, bring back support for rooted phones. what a braindead decision."
172,"January 26, 2019",4,so i got a new update this morning and looks very neat! great job!
173,"January 27, 2019",1,"i hate the new update to be honest, the old app was way much better 😥"
174,"January 29, 2019",1,new update is completely broken
175,"February 2, 2019",1,this app would be so good to have. only if it worked...
176,"February 17, 2019",1,frustrating and hopeless. have uninstalled the app.
177,"January 27, 2019",2,"why do you have to log in everytime,?i like the other one"
178,"January 27, 2019",1,blocked on rooted devices
179,"April 3, 2019",1,is not working ... error 101something
180,"June 4, 2019",1,i had to reinstall the app because i had updated andriod
181,"February 5, 2019",1,unusable on rooted phones
182,"August 21, 2019",2,cannot see balance
183,"January 21, 2019",1,can't load accounts
184,"February 4, 2019",1,can't log in
185,"January 26, 2019",1,"very bad, the old one was better ."
186,"July 20, 2019",5,help me use to 4g
187,"May 31, 2019",1,tons of bugs
188,"January 26, 2019",1,i don't like it 👎 i have to use onetimecode every time i need to check my balance 🤬
189,"August 21, 2019",1,worst bank app ever
190,"May 25, 2019",1,ssllooww. firs version was much better
