,Date,Review_Score,Review_Text
205,"September 13, 2014",4,"endelig fungerer appen med art, så nå kan jeg faktisk bruke den. fungerer helt greit. rask og responsiv på min gs5."
206,"September 12, 2014",4,fortsatt litt smårusk med ui
207,"September 11, 2014",5,"svært brukervennlig, veldig bra skandiabanken!"
208,"September 10, 2014",5,very easy to use
209,"August 30, 2014",1,arkiveringen bare forsvinner etter å å skrevet inn aktiveringskoden og navn på enheten. skuffene start. har prøvd flere ganger uten hell. håper på snarlig oppdatering. htc one s eier.
210,"September 3, 2014",4,kommer til steget der jeg skal skrive inn nye app kode men appen bare stenger seg. når jeg skriver inn kode og når jeg trykker og. prøver omstart av tlf.        etter omstart av tlf gikk aktiveringen bra :)
211,"August 21, 2014",1,"crasher umiddelbart etter start på android 4.1.2 med sony xperia s. gjelder både første nye versjon og ""fikset"" versjon."
212,"August 19, 2014",2,"meget laber ux. det er vanskelig å navigere og se hvilke felter som er relevante og hvor man bør trykke. det går ikke an å sveipe menyen inn fra siden, så du må rulle helt opp hver gang for å få inn menyen. for mange like elementer og rot. vanlig nettbank og mobilsiden er mye bedre. denne appen gjør...full review"
213,"August 21, 2014",5,godt å endelig ha en skikkelig app til banken! dette virker lovende. det lille jeg har brukt den foreløpig har gått som en drøm.
214,"August 18, 2014",5,fantastisk support og respons fra skandiabanken! bug fikset på en dag!
215,"August 21, 2014",5,den nye oppdateringen løser alle tidligere problemer. en fryd å bruke!
216,"August 30, 2014",2,foretrekker den forrige versjonen
217,"August 21, 2014",5,the best bank in norway
218,"August 13, 2014",1,"hva skjer med at det nå kreves titalls tastetrykk for enkle oppgaver? hvorfor kan en ikke trykke 'tilbake' for å havne på foregående side? forfallsregister stemmer ikke når en velger 'alle kontoer'. visuelt pent, men unødvendig rotete"
219,"August 15, 2014",4,"men oppførte seg merkelig ved første innlogging etter registreringen var gjort. avsluttet bare flere ganger, så virket det som om den ville ha meg til å registrere på ny, men så oppførte den srg plutselig bare normalt..."
220,"August 14, 2014",1,app crashes on startup on older version of android (4.1.1).
221,"August 17, 2014",1,"kun 3 tastetrykk etter aktivering, så ble det feil og omstart. jeg kommer tilbake om noen måneder når app'en er ordentlig gjennomtestet."
222,"August 17, 2014",2,nedtur. tilfører ingenting annet enn grafisk staffasje og at jeg nå må huske enda et pin. navigasjon var lettere i forrige versjon
223,"August 17, 2014",5,fantastisk forbedring fra tidligere apper. utrolig enkel i bruk
224,"August 14, 2014",1,crashes at start on samsung galaxy s2
225,"August 14, 2014",4,liker den nye oppdateringen
226,"April 11, 2014",1,har avinstallert og reinstallert flere ganger men den virker ikke. når man etterspør saldo eller overføring av penger på sms.  får følgende feilmelding: feil din enhet støtter ikke sending av sms.  bruker google hangouts funksjonen som sms på tlf.  appen er mobilbank versjon 2.2.1
227,"March 31, 2014",5,gjør akkurat det den skal.
228,"August 16, 2013",3,"look at the nordea app, it has 4 digit quick login function. if you fix that i will give you 5+ stars!"
229,"August 19, 2013",3,flott app men er skeptisk på hvorfor trenger dere tilgang til mmser og smser??
230,"June 22, 2018",2,bekreft opplysningene knapp funker ikke.
231,"March 1, 2012",1,"overføring mellom konti funket før, men nå får jeg bare feilmeldinger og må installere appen på nytt. dette har vart i mer enn en uke. er det ingen som retter opp feil på denne appen?"
232,"May 11, 2012",3,"savner tilgang til e-fakturaer.. mulig jeg er ubrukelig, men ingen av valgene førte meg dit."
233,"January 26, 2012",5,mobilbanken fungerer tilsynelatande veldig bra. alle viktige funksjonar til stade. har ikkje prøvd sms-bank.
234,"March 18, 2012",2,aksjehandelfunksjonen fungerer ikke lengere. den fungerte i den gamle versjonen. ganske irriterende. htc google nexus one.
235,"May 1, 2012",1,mildt sagt en elendig app. eller rettere sagt ubrukelig!
236,"April 4, 2012",3,"bra, men når kan efakturaer behandles???"
237,"July 7, 2011",1,"utrolig dårlig, hadde ventet bedre av skandiabanken som ellers er helt topp. regner ikke dette som en ordentelig app, bare trøbbel. bruk heller web."
238,"December 5, 2011",1,en veldig dårlig implementering... dette er rett og slett en nettleser som peker til mobilsidene. ikke har dere changelog heller.
239,"January 11, 2011",3,"fungerer bra, men ved login vhs sms burde app kunne lese den sms selv. klønete å måtte hoppe mellom sms og app for å taste koden."
240,"December 6, 2011",1,"denne fungerte mye bedre før. og siden siste oppdatering har tilgang til å ringe og sende sms, avinstallerer jeg! web fungerer bedre!!"
241,"May 15, 2011",2,"visuelt sett helt greit, men utrolig tungvint å logge på med sms... bruker aldri denne appen pga dårlig pålogging... dessverre..."
